uniprot	cytosol	extracellular	membrane	mitochondrion	nucleus	secretory-pathway
T2R38	1.693	1.582	4.328	1.03	1.216	0.885
K2C4	5.0	2.287	5.0	1.364	4.607	1.556
SPAS2	4.651	0.678	0.0	0.0	2.818	0.0
GRPL2	1.856	3.9	0.188	0.0	0.66	1.293
BEST2	3.939	1.434	5.0	1.889	0.977	1.345
CBPM	4.46	4.621	4.408	0.865	1.233	4.276
OCC1	1.006	0.927	1.105	0.0	0.722	0.0
SPIC	4.417	1.319	1.273	1.018	4.374	1.371
BAP18	5.0	0.0	0.0	0.0	5.0	0.601
DDIT3	5.0	2.363	2.307	2.952	5.0	3.644
RITA1	5.0	0.0	0.0	1.578	5.0	1.395
M3K12	4.731	1.63	4.362	1.819	3.303	1.468
DTX3	4.505	1.047	1.042	1.144	4.483	1.532
MET7A	4.312	4.481	2.873	1.155	1.067	4.145
OR9A4	0.0	0.0	5.0	0.0	0.0	0.0
O6C68	0.0	0.0	5.0	0.0	0.0	0.0
NPIA3	4.0	0.0	0.0	0.0	4.0	0.0
GA2L3	5.0	0.0	1.866	0.0	2.671	0.0
CP4FC	4.426	1.846	4.35	1.266	1.341	4.0
O11HC	0.893	0.0	5.0	0.0	0.0	0.0
RL41	5.0	0.936	0.871	1.234	1.322	4.197
RDH12	4.059	1.999	4.512	1.886	1.605	3.382
DNM1L	5.0	2.014	5.0	5.0	2.767	5.0
CS067	1.234	0.844	0.0	0.0	1.234	0.0
F8VVT9	5.0	4.28	4.0	2.519	5.0	5.0
KCNC2	4.311	1.262	4.817	0.748	2.948	2.465
COPZ1	5.0	0.891	1.966	0.8	2.371	5.0
RLA0	5.0	4.438	4.344	2.073	5.0	4.341
MAPK5	5.0	1.296	1.445	2.039	5.0	1.063
K2C8	5.0	4.517	3.428	2.37	4.718	4.402
TWF1	4.795	1.177	4.219	3.165	4.361	1.106
RNK	1.091	0.262	1.543	0.0	0.0	1.163
ACSS3	5.0	1.042	0.603	5.0	1.044	0.613
ANS1B	5.0	0.917	5.0	0.0	5.0	0.886
FKB11	3.199	3.034	1.194	1.27	1.182	2.345
F8VX04	4.408	4.354	4.757	1.693	1.462	4.347
F8VWT9	3.498	0.689	3.225	0.96	1.787	2.079
TRIA1	5.0	2.904	1.848	5.0	4.529	1.516
RM42	5.0	1.219	4.361	5.0	0.928	0.0
CACO1	5.0	0.65	0.0	0.581	5.0	1.743
CLC5A	4.394	1.749	4.334	1.701	1.603	4.3
LPP60	4.757	1.842	1.894	3.336	1.662	1.851
H0YIS7	1.781	0.281	0.0	0.0	1.781	0.0
CLBA1	4.172	0.0	1.428	0.0	2.929	3.0
RASL1	5.0	1.65	2.757	1.749	2.245	1.259
H0YIV9	1.969	0.0	0.0	1.969	0.281	0.0
GPR84	4.32	1.566	5.0	1.202	1.307	4.222
LIPA2	4.631	4.134	5.0	0.558	2.835	4.268
MYL6B	4.773	4.393	1.889	1.986	2.26	4.535
MMSA	5.0	1.238	1.195	5.0	4.484	1.144
HEAT4	2.171	0.0	0.658	0.207	1.888	1.872
RAX2	4.362	0.618	0.84	0.772	4.308	1.044
CEP95	5.0	0.0	0.0	0.0	0.0	0.0
BKRB2	4.416	2.048	5.0	1.514	1.718	4.342
MP3B2	4.261	0.0	0.847	0.851	0.777	3.328
HOP	5.0	2.893	1.791	1.444	5.0	1.574
I11RA	2.755	4.048	4.664	1.058	1.14	0.0
RNS12	0.0	4.125	1.1	0.0	0.0	0.0
TIM	5.0	1.107	1.196	1.289	5.0	0.841
VTI1B	5.0	4.301	3.757	2.022	2.574	5.0
ZFYV1	5.0	1.228	1.921	5.0	2.562	5.0
G3V2M4	3.318	0.0	3.0	0.0	0.736	3.0
SI1L1	4.733	0.763	4.468	1.301	2.957	0.595
KAIN	4.545	5.0	2.739	1.406	1.892	4.428
CC50B	3.587	0.735	4.178	0.0	0.707	3.628
POTEG	1.881	0.0	1.106	0.281	1.29	0.0
STON2	4.809	1.011	3.823	0.736	4.435	3.779
P4R3A	4.722	0.962	1.75	1.385	4.722	0.681
V9GXZ4	2.594	0.0	0.0	0.0	1.453	0.0
SLIRP	4.813	0.992	1.035	4.822	3.642	0.502
T179A	0.834	0.0	0.69	0.616	0.0	0.0
EMX2	4.538	1.943	1.979	1.12	4.516	1.677
A0A024R6J8	3.44	2.807	4.494	2.619	2.301	2.866
ZBTB1	5.0	0.614	4.325	1.022	5.0	0.0
RGS6	5.0	1.002	4.482	0.967	3.98	0.915
PLGF	3.286	5.0	2.505	2.777	3.177	2.109
ERH	5.0	1.618	5.0	1.001	5.0	0.954
NPC2	5.0	4.745	2.15	1.791	1.701	4.558
A0A0A6YYK5	5.0	1.919	1.498	1.055	5.0	1.612
CE128	5.0	0.633	4.288	0.0	2.984	0.95
GSKIP	5.0	2.109	0.707	1.025	5.0	1.914
NEDD1	5.0	1.268	4.467	0.676	4.629	1.428
G3V3G0	4.247	0.0	0.0	0.0	4.173	0.0
E9PPB4	5.0	0.0	0.869	4.0	5.0	0.563
UB2J1	3.996	1.042	1.62	1.349	3.844	3.96
M3K9	3.981	1.912	1.82	1.279	2.878	1.373
HNRPC	5.0	4.396	2.196	1.902	5.0	4.38
NUMB	5.0	2.103	4.622	1.565	4.197	5.0
RNS11	0.601	4.211	0.0	0.0	0.0	0.0
H17B6	4.335	1.609	1.325	2.075	1.801	3.25
A0A0B4J269	5.0	4.445	4.511	2.016	4.633	4.423
ASB2	5.0	1.065	1.091	2.665	1.97	0.952
MOAP1	4.616	1.159	4.231	4.426	1.981	0.827
MSHR	3.959	1.924	5.0	2.009	2.25	2.325
NRX3A	2.675	2.23	4.75	1.597	2.281	2.049
NDRG2	5.0	4.312	3.475	1.481	4.251	4.231
B3KN83	4.511	0.605	1.411	0.0	4.494	0.0
SRP54	5.0	1.031	1.563	2.036	5.0	3.937
AKT1	5.0	3.746	5.0	4.199	5.0	5.0
I27L1	3.382	3.043	0.73	3.272	0.757	0.0
SIM13	0.803	0.0	0.0	0.0	0.0	0.0
NKX12	3.383	0.805	0.564	0.0	3.418	0.0
O13A1	0.592	0.0	5.0	0.0	0.0	0.0
PRAF2	3.621	0.796	1.113	0.899	0.876	3.476
XRCC3	5.0	1.121	1.155	5.0	5.0	0.0
EMAL5	4.48	4.0	1.088	0.0	1.99	4.0
ISCA2	4.745	1.93	1.077	4.753	1.358	0.654
DNAL1	4.721	1.535	4.335	1.872	3.342	1.175
ITA7	3.176	2.654	4.855	1.533	2.651	2.431
SRSF5	5.0	1.444	1.315	1.099	5.0	0.912
A0A0A0MTQ4	4.766	2.238	4.035	1.901	3.37	4.221
SPE39	5.0	0.998	1.119	0.0	2.543	5.0
RNAS4	0.0	5.0	1.699	0.0	0.0	0.0
G3V599	1.806	1.124	0.915	0.0	0.917	2.331
OR4CD	0.0	0.0	5.0	0.0	0.0	0.0
PTGR2	4.359	0.843	0.878	1.981	1.026	0.0
DUXA	3.451	0.0	0.572	0.0	3.438	0.584
PTN21	4.563	1.036	1.391	2.777	1.67	1.1
TF2AA	5.0	0.0	0.547	1.1	5.0	0.281
NAA30	5.0	0.732	1.126	1.555	5.0	1.413
ZFP37	4.346	0.0	0.514	0.0	4.312	0.579
TNAP2	4.002	4.336	3.579	1.216	2.677	1.144
SC11A	4.533	0.742	1.247	1.061	0.869	4.396
PPIP1	4.585	1.463	3.7	0.787	2.516	1.394
ETFA	4.952	1.578	1.72	4.946	1.707	1.686
CCD32	3.134	0.469	0.555	0.469	2.854	1.744
ITB3	5.0	4.591	5.0	1.715	5.0	5.0
GDPP1	4.697	1.473	1.545	1.52	2.069	2.627
PEAK1	5.0	1.34	5.0	0.717	3.199	0.718
TLE3	5.0	1.386	1.254	1.489	5.0	0.748
ZN592	4.556	0.783	0.698	0.0	4.535	0.0
MINY2	4.732	0.733	3.0	0.0	4.695	0.0
RL28	5.0	4.256	4.127	2.791	1.593	4.19
MA2A2	4.365	2.521	1.173	0.55	0.901	4.384
TM250	5.0	0.0	3.0	0.0	5.0	0.0
GP176	0.963	0.737	4.684	0.0	0.881	0.714
GALK2	4.516	0.544	0.812	0.835	2.498	0.75
BLID	4.223	0.89	0.524	4.197	0.74	0.809
TRI69	5.0	0.568	2.431	0.89	5.0	2.008
LRC49	5.0	0.0	0.532	1.125	0.981	0.0
RFX7	4.594	0.863	1.611	0.538	4.551	0.616
APBA2	4.604	1.3	4.08	1.003	3.232	2.96
ADAM8	4.41	2.712	4.73	1.346	1.59	4.285
MEIS3	4.583	1.71	0.72	0.5	4.567	0.0
T185B	0.0	1.648	0.0	0.0	0.0	0.0
NUSAP	4.616	1.269	1.41	0.942	4.596	0.749
ST20	1.632	2.691	1.216	1.239	1.281	0.714
TLN2	5.0	1.842	5.0	1.677	1.493	0.931
TF2LX	4.594	0.821	0.71	0.0	4.577	0.66
MEIS2	4.651	1.587	1.503	1.067	4.637	1.439
SBP2L	3.868	1.641	1.475	0.0	3.791	0.979
RN111	4.781	2.041	1.236	0.626	4.786	0.746
CC175	2.925	0.0	0.0	0.0	2.924	0.51
TM253	0.0	0.0	2.906	0.0	0.0	0.0
CCD9B	3.276	1.312	0.0	0.0	2.904	0.638
UBA1L	3.0	0.0	0.0	0.0	0.765	3.0
SHSA9	4.096	0.9	4.469	1.305	0.656	0.936
H0YNJ6	4.663	0.0	0.281	3.094	0.281	0.281
NRL	5.0	1.74	2.309	1.527	5.0	1.716
LDLR	5.0	3.682	5.0	0.188	0.0	5.0
YD286	3.66	1.76	0.0	3.731	0.953	0.0
ZEB2	4.885	2.928	2.563	2.161	4.869	2.044
TRAF3	5.0	2.28	3.987	5.0	4.371	4.004
CLN3	5.0	1.372	5.0	1.967	5.0	5.0
H3BM74	4.796	1.213	1.121	1.047	4.78	0.99
MNARL	0.844	0.0	0.734	0.656	0.633	0.706
AP5B1	5.0	0.731	0.749	0.82	1.057	1.195
H3BMC3	3.934	0.75	0.0	0.0	2.334	3.0
ANKMT	5.0	0.844	0.0	5.0	0.844	0.737
H3BMH7	1.691	0.75	0.0	1.254	0.656	0.0
T170A	5.0	0.327	5.0	0.0	5.0	5.0
GG6L2	2.742	0.0	0.876	0.0	2.556	0.818
TM249	1.882	0.281	1.969	0.562	1.486	0.0
RB15B	5.0	0.0	5.0	0.566	5.0	0.644
CH088	3.0	0.0	0.0	0.0	0.0	0.0
DNSL2	4.187	3.766	1.356	2.642	3.739	1.085
H3BN02	4.779	3.755	5.0	2.45	2.933	4.57
S38A7	4.0	1.024	4.103	0.7	1.93	1.269
H3BN59	1.266	0.0	1.182	0.741	0.991	0.0
LRRC9	1.359	0.0	0.0	0.0	1.312	0.0
ASIP	1.71	5.0	1.464	0.979	1.925	1.654
TBL3	4.74	0.56	0.611	0.729	4.74	0.645
SPN1	4.736	0.696	4.562	0.778	4.743	0.72
CC084	0.665	0.0	0.0	0.0	0.0	0.0
RN112	4.719	1.752	4.346	2.561	4.672	4.38
MOSMO	4.0	0.0	4.0	0.0	0.0	4.0
TM204	0.918	1.88	3.716	0.0	1.023	0.0
SCAPE	4.743	0.614	0.825	0.375	4.732	3.479
RUSD1	2.636	1.865	1.515	0.824	1.935	1.844
H3BNW8	2.372	0.0	3.964	0.0	0.0	1.956
YLAT2	4.549	1.556	4.821	1.112	1.303	2.492
METRN	2.601	3.711	1.471	1.615	2.354	1.015
H3BNZ7	1.004	0.0	0.0	0.509	0.0	0.0
TM88B	0.901	0.0	3.0	0.0	0.0	0.0
BOP1	5.0	1.144	1.174	1.045	5.0	0.887
NETO2	3.847	1.877	3.255	0.0	0.906	1.781
AGRG1	4.377	4.409	4.483	1.043	1.607	4.237
DUS2L	4.709	0.521	1.439	2.415	1.491	3.419
TAF1C	5.0	0.787	1.539	0.0	5.0	0.0
GOG8S	3.0	0.0	0.0	0.0	0.0	3.0
MKROS	0.8	0.0	0.0	0.0	0.0	0.0
CDIN1	5.0	0.527	0.0	0.188	5.0	0.0
ZN423	5.0	1.592	1.512	1.52	5.0	0.942
RD3L	0.512	0.0	1.117	0.0	0.0	0.0
NUPR2	5.0	0.0	0.595	0.789	5.0	0.0
TCF24	3.0	0.0	0.0	0.0	3.0	0.0
HYKK	4.508	0.0	0.0	4.0	1.5	0.564
CXE1	1.339	0.95	3.573	0.0	1.214	0.593
A6NGQ3	4.817	1.616	4.623	1.362	4.708	1.952
PHKG2	5.0	0.725	0.831	2.083	2.049	1.441
ARP19	4.48	1.522	1.368	0.935	4.464	0.713
A0A0A6YYL1	1.296	0.0	1.125	1.018	0.0	0.0
STMD1	3.0	0.0	3.0	0.0	0.0	0.0
SCRT1	4.72	1.003	1.385	0.544	4.715	0.936
TB15B	3.55	1.091	1.12	0.843	1.167	0.934
BACD1	5.0	0.863	1.582	0.869	4.575	0.721
LY6L	0.684	0.0	3.0	0.0	0.0	0.0
GOG8T	3.0	0.0	0.0	0.0	0.0	3.0
TEX38	0.0	0.0	0.0	0.0	0.528	0.0
MRC1	5.0	3.522	5.0	2.151	2.684	5.0
MUC22	0.885	1.038	0.949	0.0	0.538	0.0
CL19A	0.783	3.0	0.0	0.0	0.0	0.655
TBB8	5.0	4.156	0.71	0.0	1.717	4.0
PRRT2	4.587	1.422	4.724	1.264	2.768	4.32
CO065	1.188	0.0	0.0	0.0	0.0	0.0
DET1	5.0	0.53	1.001	0.639	4.115	0.0
PARP6	2.936	0.703	1.934	1.01	2.791	0.926
GOG8J	3.251	0.0	0.0	0.0	0.568	3.301
LST8	5.0	2.045	2.979	2.065	4.629	2.824
SNX29	2.187	0.514	0.709	0.57	0.988	0.0
ELFN1	1.252	3.568	4.402	0.0	0.91	0.749
RN151	4.181	0.0	0.0	0.0	4.181	0.601
T178B	0.561	0.0	0.0	0.0	0.0	0.0
STRA6	3.056	1.917	5.0	1.225	1.914	1.555
KLH36	2.561	0.0	0.375	1.099	1.453	0.0
ZDHC7	5.0	0.965	3.677	0.777	4.473	5.0
THEGL	0.611	0.0	0.0	0.0	0.0	0.0
TBC3G	1.312	0.0	3.0	0.0	1.125	0.0
GOG8H	3.0	0.0	0.0	0.0	0.0	3.0
GOG8M	3.0	0.0	0.0	0.0	0.0	3.0
POTB2	1.044	0.0	0.715	0.0	1.125	0.0
IN80E	5.0	0.0	0.0	0.889	5.0	0.0
SZT2	5.0	0.628	0.739	0.926	3.531	2.367
INSY1	4.672	0.738	4.306	0.188	3.143	0.0
SPSB3	4.614	0.0	0.793	1.874	1.594	0.847
WWOX	5.0	1.83	1.696	3.745	4.655	5.0
B4DXD0	3.638	0.281	0.627	0.469	0.562	0.0
NOL3	5.0	1.595	1.219	4.324	5.0	3.356
OGFD1	5.0	1.006	1.046	0.73	5.0	0.889
EME2	4.092	0.601	0.562	1.568	3.841	0.422
CEMP1	5.0	2.565	1.455	0.694	5.0	0.709
SMIM1	0.871	0.774	5.0	0.0	0.0	0.0
K0513	4.141	0.0	0.529	0.0	3.463	0.0
UBP10	5.0	0.885	1.09	1.053	5.0	5.0
PECA1	4.715	4.692	5.0	2.569	3.311	4.57
CHD9	4.703	1.007	2.252	0.629	4.692	0.683
TM219	1.076	3.234	4.411	0.509	0.762	0.787
COX41	5.0	2.511	2.662	5.0	4.531	2.218
APOBR	3.772	3.639	4.22	0.817	3.218	0.0
NFAT5	5.0	2.188	1.919	1.586	5.0	1.444
D3DX86	3.446	0.0	0.0	0.469	1.963	0.0
POTEB	1.012	0.0	0.757	0.0	1.119	0.0
UBL7	4.292	0.0	0.844	0.656	2.219	0.0
A0A088AWK7	1.249	0.0	0.0	0.0	1.255	0.0
H3BUN2	2.083	0.855	1.31	1.125	0.881	2.518
RNPS1	5.0	1.103	1.158	0.95	5.0	0.814
SCMC1	5.0	0.793	1.719	5.0	1.682	0.999
RGSL	0.904	0.0	0.828	0.0	0.0	0.654
MA2C1	4.652	1.496	1.325	1.207	4.587	1.192
KCJ18	0.94	0.657	5.0	0.0	0.0	0.739
CENPT	5.0	1.031	1.236	0.0	5.0	0.0
GOG8Q	4.047	0.0	0.0	0.0	2.617	3.0
OST4	5.0	0.0	0.818	0.0	0.589	5.0
TGR3L	0.0	3.23	3.0	0.0	0.0	0.0
PHLP2	5.0	4.269	1.56	1.731	5.0	2.689
HSPB9	5.0	0.619	0.876	1.061	5.0	1.013
DUX4	5.0	1.254	5.0	1.194	5.0	4.147
A0A0G2JP48	3.875	0.0	0.0	0.0	2.186	3.244
ACTG	5.0	5.0	4.503	2.487	4.573	5.0
METL4	5.0	0.584	0.524	5.0	5.0	0.0
INCA1	5.0	0.0	0.686	1.065	5.0	0.618
DYH2	5.0	0.753	5.0	0.557	0.895	0.0
CTRL	3.565	4.806	2.53	2.375	3.401	2.403
PCDG4	0.506	0.0	3.0	0.0	0.0	0.0
MMP12	4.457	4.601	2.313	1.766	3.917	1.879
CIC	4.879	1.021	1.132	1.799	4.874	1.898
CAR14	5.0	1.732	5.0	1.598	2.922	0.973
NMRL1	5.0	0.833	1.384	1.149	5.0	0.0
ACPM	5.0	1.626	1.618	5.0	4.328	1.401
GP139	1.385	0.778	5.0	0.611	1.076	0.0
LOX15	5.0	2.376	5.0	2.552	2.432	1.815
NUP88	5.0	1.109	5.0	0.721	5.0	0.98
DPEP2	1.822	1.411	2.582	1.085	0.86	0.938
CLU	5.0	1.032	1.214	1.769	2.562	0.655
OR1D5	0.843	0.0	5.0	0.628	0.0	0.0
BICL2	3.653	0.0	0.625	0.0	2.719	0.861
ZN578	3.0	0.0	0.0	0.0	3.207	0.0
GFY	4.249	0.551	0.91	0.0	1.04	4.174
ACS2A	4.49	0.748	0.682	4.495	1.838	0.0
LITAF	5.0	2.683	5.0	1.454	4.55	5.0
L37A2	1.754	0.75	2.228	0.188	0.812	0.594
ZN75A	4.516	0.0	0.0	0.0	4.498	0.0
SPT22	4.612	0.775	0.816	2.344	4.318	0.0
SRGP2	4.769	1.396	5.0	0.742	4.685	4.282
TNK1	5.0	1.22	4.227	0.93	1.841	0.817
ANFY1	5.0	4.18	1.5	0.872	0.969	5.0
GTF2I	5.0	1.586	1.578	0.95	5.0	1.315
SPON1	4.357	3.929	1.814	0.982	1.452	4.196
PCDG9	0.583	0.901	3.0	0.0	0.0	0.0
PRP8	5.0	1.24	1.314	1.301	5.0	1.162
UBP6	5.0	1.322	5.0	1.405	3.197	5.0
ZFP90	4.583	0.968	2.082	0.531	4.323	1.759
MER34	1.42	3.333	3.344	0.0	0.0	0.0
CCER2	0.0	3.0	0.0	0.0	0.0	0.0
TM1L1	5.0	4.157	1.14	0.839	2.206	5.0
WSCD1	2.155	1.781	0.651	0.0	0.749	1.677
CLUA1	4.667	0.821	4.374	0.609	4.608	2.061
RL1D1	5.0	0.52	0.841	0.961	5.0	0.0
A0A0A6YYL4	5.0	0.0	0.927	1.369	2.307	5.0
I3L448	4.208	1.031	0.868	3.808	2.439	1.003
ZP2	4.564	4.423	5.0	1.351	2.548	4.439
SCIMP	4.249	2.919	5.0	0.0	0.547	4.201
B4DLN1	5.0	1.014	1.24	5.0	4.24	1.18
LAT4	1.666	1.153	4.724	0.791	0.984	0.969
OVCA2	5.0	0.188	0.375	2.439	3.295	0.0
ZNF66	4.181	0.0	0.0	0.0	4.181	0.0
I3L4Q0	5.0	0.676	0.73	0.0	5.0	0.7
CNEP1	5.0	1.304	5.0	2.685	5.0	5.0
RB40B	4.681	1.285	4.0	0.609	4.216	3.515
PCDGF	0.0	0.582	3.205	0.0	0.0	0.0
RT21	5.0	2.476	0.0	5.0	1.072	0.0
RAB31	5.0	1.955	4.327	1.628	1.805	5.0
PIRT	2.895	0.629	4.501	0.835	0.793	1.085
ZFP92	3.0	0.0	0.0	0.0	3.0	0.0
RASF5	5.0	1.519	2.102	1.782	4.087	1.338
SMI21	1.266	0.0	0.912	0.661	0.844	0.328
S30BP	5.0	0.0	0.0	0.555	5.0	0.0
BAHC1	3.261	0.0	0.0	0.597	3.156	0.0
ZN488	4.539	0.589	1.388	0.0	4.521	0.0
J3KS52	2.01	2.091	4.362	0.891	1.373	1.483
ENASE	4.699	1.314	1.457	1.734	2.506	1.781
VEZF1	4.866	1.39	1.556	1.143	4.858	1.1
STAR6	2.277	1.38	1.365	1.524	1.766	0.881
F222B	4.587	0.0	0.0	0.0	4.54	0.0
TPPP3	4.092	0.937	1.061	0.864	2.311	0.0
YES	5.0	4.405	5.0	1.997	2.559	5.0
TXNIP	5.0	2.218	3.47	3.58	4.203	2.326
NBPFF	3.397	1.393	1.152	0.0	0.829	0.798
PACA	3.907	5.0	4.042	2.166	2.445	1.901
POLI	4.787	1.753	1.939	1.963	4.785	2.559
CADH8	2.114	3.825	5.0	0.935	1.488	0.888
CUED1	3.505	0.0	0.0	1.606	3.285	0.0
OTU7B	4.795	1.255	1.338	1.301	4.79	1.411
DC8L2	3.0	0.0	0.0	0.0	0.0	0.0
MSL1	5.0	0.0	0.0	0.0	5.0	0.0
TEFM	5.0	0.702	0.825	5.0	1.76	0.0
SPT33	4.138	0.0	1.101	1.172	3.938	0.0
OAZ2	4.606	1.875	0.0	0.375	3.309	1.653
NCOA4	5.0	2.704	1.717	2.183	4.66	1.991
FA72C	4.0	0.501	0.0	0.0	0.532	0.0
GDF2	4.483	4.623	2.401	1.462	2.22	4.29
PAL4C	3.302	0.0	0.0	0.978	0.0	0.0
RBM8A	5.0	1.964	3.132	1.772	5.0	1.982
RNF43	5.0	2.193	5.0	1.46	5.0	5.0
J3KTN9	3.118	0.0	2.112	0.886	1.922	1.292
MSMB	4.431	5.0	1.873	1.372	4.371	1.695
RET3	4.516	5.0	2.264	1.843	1.974	4.306
AN32E	5.0	0.744	0.635	0.844	5.0	4.0
CS047	4.705	0.0	0.0	0.0	4.705	0.0
TRI16	5.0	1.155	4.242	1.183	5.0	1.448
SNURF	5.0	0.0	0.573	0.0	5.0	0.0
PAB4L	3.43	0.0	0.555	0.0	3.0	0.0
TMM98	5.0	5.0	5.0	0.0	2.993	5.0
KLF14	4.533	1.832	1.442	1.465	4.518	1.094
PTPRM	5.0	1.99	5.0	0.787	1.23	1.176
MI4GD	4.632	1.658	1.426	0.0	4.57	4.0
SMIM6	0.883	0.0	0.0	0.0	0.0	0.0
T200C	3.158	0.0	2.344	0.188	1.38	0.0
A0A0A6YYL6	1.119	0.0	0.0	0.0	0.672	0.0
SC22B	5.0	1.44	2.607	1.25	1.182	5.0
PAL4E	3.302	0.0	0.0	0.978	0.0	0.0
KCNH6	2.306	1.488	4.714	1.189	1.692	1.409
ML12B	5.0	4.352	5.0	2.465	2.16	4.267
PPA6	5.0	0.735	0.673	5.0	1.304	1.701
RN115	4.725	1.451	1.194	2.388	3.356	1.671
RFOX3	4.822	2.703	3.173	2.457	4.809	2.353
CXD3	1.429	1.44	5.0	0.779	1.053	1.178
TERB1	4.544	0.0	4.416	0.0	4.554	0.0
KCJ12	1.81	1.551	5.0	1.158	0.944	1.388
RL26	4.755	4.247	1.101	1.877	4.731	4.194
A0A075B762	3.497	0.972	0.562	0.547	2.607	0.0
MOT4	4.663	2.422	5.0	2.615	4.609	1.714
PITC1	5.0	1.293	1.539	1.035	4.636	1.507
IKKE	5.0	1.765	1.654	3.689	5.0	1.811
CD11B	5.0	1.176	1.507	1.338	5.0	0.802
K0040	0.767	1.106	0.0	0.0	2.209	0.0
DDX42	5.0	0.0	0.679	0.892	5.0	0.896
A0A0A0MTR7	5.0	1.382	1.215	1.297	4.495	0.886
GDF10	2.996	4.151	1.362	0.733	1.539	1.974
GRB1L	3.195	0.0	0.259	1.441	3.037	0.0
Z286A	4.167	0.0	0.0	0.0	4.167	0.0
VHLL	1.434	0.0	0.0	0.0	0.622	0.0
NJMU	5.0	1.216	0.551	0.755	1.838	5.0
MYH3	5.0	4.379	1.971	2.075	2.586	4.264
PTH2	5.0	2.387	1.401	5.0	1.296	1.121
CR063	2.626	0.281	0.164	1.873	1.453	0.928
RL36	5.0	0.856	0.923	2.299	4.512	1.044
IFT20	5.0	2.169	4.52	1.087	2.254	4.456
TIM23	5.0	1.125	2.089	5.0	2.343	1.553
L37A3	1.813	1.204	2.453	0.188	1.345	0.685
PAL4H	3.302	0.0	0.0	0.978	0.0	0.0
TPGS2	4.502	0.79	0.0	0.523	3.497	0.0
K7EIK6	3.0	0.0	0.0	0.0	3.0	0.0
RL27	5.0	4.299	4.213	2.379	4.43	4.314
COASY	5.0	4.36	4.348	5.0	3.234	4.281
ZN519	4.544	0.0	0.0	0.0	4.49	0.0
UNK	4.518	1.869	1.506	0.585	3.585	2.515
MFS11	2.433	0.0	3.213	0.0	2.449	0.574
K7EIZ3	4.081	0.469	0.0	1.532	1.688	3.0
ZN850	3.0	0.0	0.0	0.0	3.0	0.0
M4K1	3.873	1.415	2.667	1.345	3.611	0.872
SPC24	5.0	1.226	1.229	0.984	5.0	0.0
RPA34	4.748	0.556	1.266	4.346	4.795	0.0
ZN226	4.257	0.0	0.0	0.0	4.14	0.0
CNTD1	4.175	0.75	2.145	0.0	3.441	0.868
RPP29	5.0	0.779	1.091	1.381	5.0	0.608
H8Y6P7	2.274	0.0	0.0	2.109	2.039	0.81
CBARP	4.601	1.326	4.254	1.098	2.849	4.137
TMC6	5.0	4.255	5.0	0.816	5.0	5.0
APOC1	4.607	4.808	2.029	1.692	1.706	4.292
ZO3	5.0	1.902	5.0	1.182	5.0	1.533
L10K	2.719	0.0	0.0	0.0	2.978	0.0
TNR11	4.643	2.762	4.688	2.557	2.258	1.648
CR021	1.806	0.938	0.0	0.863	1.776	0.281
ZN529	4.42	0.0	0.0	0.0	4.42	1.418
ACBG2	5.0	1.034	0.922	5.0	1.767	0.702
IER2	5.0	1.222	0.996	0.997	5.0	0.893
OVOL3	4.214	0.0	0.53	0.0	4.229	0.0
TM100	5.0	1.302	5.0	0.84	1.051	5.0
PIAS2	5.0	1.518	1.849	1.223	5.0	0.886
MOT8	4.362	1.578	5.0	1.704	2.047	2.152
CC106	4.727	0.0	0.0	0.609	4.727	0.0
RPOM	5.0	1.132	1.322	5.0	2.656	0.706
CC130	4.027	0.0	0.0	0.0	3.992	0.0
MPPE1	4.691	0.606	3.111	0.188	4.306	4.704
GALK1	5.0	4.352	2.151	1.525	2.771	4.258
PRCD	5.0	5.0	5.0	1.515	1.42	5.0
GS1L2	0.0	0.844	3.853	0.0	0.0	0.0
KI18B	5.0	0.0	2.299	0.0	5.0	0.509
PAHO	2.551	5.0	2.099	1.634	2.326	2.32
ZN581	4.2	0.0	0.0	0.0	4.2	0.0
ZN404	4.479	0.0	0.0	0.0	4.403	0.0
RDH8	3.478	2.222	4.224	1.35	1.29	1.049
LYPD8	1.315	4.257	4.179	0.0	0.0	0.548
ZSA5B	4.289	0.0	0.0	0.652	4.284	0.0
ELNE	5.0	5.0	5.0	2.183	5.0	5.0
FAP24	5.0	1.012	0.0	0.635	5.0	3.182
K7ELL7	5.0	1.538	2.11	1.302	1.371	5.0
PDCD5	5.0	4.236	1.007	1.725	5.0	4.167
PLK5	5.0	0.562	1.502	0.0	3.901	0.0
ZN540	5.0	0.0	0.0	0.0	5.0	1.623
NAL11	3.003	0.67	3.107	0.842	0.898	0.902
STX10	5.0	0.67	3.327	1.039	1.365	5.0
PI51C	5.0	1.19	5.0	0.818	5.0	5.0
GET3	5.0	4.166	1.717	1.755	4.646	5.0
RA51D	5.0	0.959	1.347	1.471	5.0	0.75
TSSK6	4.564	1.035	1.283	0.904	4.526	1.167
K7EMK7	5.0	4.273	4.153	0.869	5.0	0.715
CEA16	4.498	5.0	4.299	0.862	0.72	1.031
RND2	4.508	2.473	3.966	1.425	2.759	3.811
CCD68	4.712	0.821	4.165	0.0	2.528	2.406
A0A3F2YPB8	4.652	0.0	0.0	0.0	4.283	2.52
LSM12	3.348	0.763	0.795	0.543	2.364	0.779
DHB1	5.0	2.064	1.752	2.755	2.801	2.053
